OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
ORD01717,CUST01499,PROD00433,11-11-2021,5,274.38
ORD00642,CUST00822,PROD01546,2023-05-21,8,497.87
ORD01689,CUST02230,PROD01628,10-18-2020,5,84.41
ORD02745,CUST00492,PROD00514,10-01-2023,2,43.15
ORD00554,CUST01721,PROD01350,06/02/2024,10,811.72
ORD00900,CUST02201,PROD01448,27/04/2020,7,86.63
ORD02174,CUST01687,PROD00687,01/08/2019,2,124.12
ORD01538,CUST01813,PROD01840,03/01/2024,9,823.54
ORD00999,CUST02306,PROD01928,2019-02-05,9,568.11
ORD00291,CUST01707,PROD01945,2021-06-26,6,457.8
ORD01338,CUST00188,PROD01767,2020-10-12,9,293.07
ORD02247,CUST00403,PROD01781,09-30-2019,1,77.73
ORD00781,CUST02357,PROD01083,10/11/2024,7,220.01
ORD00443,CUST01687,PROD01691,09-18-2024,1,50.75
ORD02601,CUST00077,PROD01290,22/12/2022,6,340.48
ORD02149,CUST01607,PROD01594,10/08/2023,9,378.77
ORD00449,CUST01263,PROD00740,12-19-2019,6,64.27
ORD01029,CUST02153,PROD00949,06-13-2021,-1,inconsistent
ORD01992,CUST00666,PROD00806,02-21-2020,10,839.15
ORD02403,CUST02330,PROD01669,28/05/2019,2,159.94
ORD02750,CUST00954,PROD01918,02/08/2021,6,368.95
ORD00000,CUST02363,PROD00719,2023-04-07,6,316.92
ORD01001,CUST00965,PROD01110,2023-07-20,4,103.88
ORD01048,CUST01940,PROD01765,10/02/2022,6,378.19
ORD00270,CUST00158,PROD00345,,2,111.94
ORD00736,CUST02191,PROD00550,07-06-2019,4,122.67
ORD00298,CUST02376,PROD00521,06/01/2024,10,356.52
ORD00032,CUST01901,PROD00762,18/08/2023,5,88.34
ORD02498,CUST00011,PROD01760,31/08/2019,1,90.28
ORD00014,CUST01777,PROD01579,26/10/2019,7,368.03
ORD00093,CUST00008,PROD01169,2020-06-23,5,329.09
ORD00411,CUST00349,PROD01433,10-16-2020,2,36.71
ORD01159,CUST02484,PROD00896,08-11-2019,6,521.75
ORD02362,CUST01767,PROD01912,12/06/2024,4,72.99
ORD02819,CUST01545,PROD01467,2019-03-31,7,504.36
ORD00149,CUST01266,PROD00358,14/01/2021,1,45.96
ORD01600,CUST00974,PROD00450,22/05/2024,6,347.58
ORD01044,CUST01071,PROD00742,13/11/2024,1,20.24
ORD02153,CUST01800,PROD01412,2020-05-07,8,783.66
ORD00495,CUST01102,PROD01590,01-11-2023,8,303.89
ORD00332,CUST01267,PROD01502,15/07/2020,2,91.51
ORD02788,CUST02067,PROD00977,,-1,inconsistent
ORD02066,CUST01580,PROD01815,07/01/2020,2,159.29
ORD01874,CUST00764,PROD00855,05-03-2023,9,290.44
ORD00756,CUST00856,PROD00773,2022-10-19,5,228.18
ORD00798,CUST00959,PROD01728,05/02/2022,7,162.44
ORD02274,CUST02191,PROD00322,2020-07-30,5,51.36
ORD00203,CUST00753,PROD00811,2020-04-03,8,596.02
ORD00463,CUST01484,PROD01405,,7,422.05
ORD02851,CUST01580,PROD01335,10/09/2021,7,157.47
ORD02749,CUST02101,PROD00356,02-24-2021,5,336.62
ORD01583,CUST00445,PROD01964,2022-07-02,7,199.68
ORD00555,CUST01044,PROD01125,2023-07-26,7,304.26
ORD00174,CUST01678,PROD00161,2024-12-29,6,571.58
ORD00289,CUST02192,PROD01632,03/01/2021,7,351.85
ORD00120,CUST01193,PROD00267,11-20-2022,5,60.78
ORD02839,CUST01088,PROD00873,03/01/2023,7,642.76
ORD00847,CUST01855,PROD00687,16/08/2020,1,16.63
ORD02699,CUST00571,PROD01370,06/06/2022,1,65.33
ORD00432,CUST01201,PROD00571,14/07/2022,7,176.82
ORD02969,CUST02236,PROD00067,09-14-2020,5,411.54
ORD01317,CUST00863,PROD01625,11-27-2023,5,362.23
ORD01200,CUST02145,PROD00466,11-21-2019,8,598.93
ORD00393,CUST01586,PROD01116,12-15-2019,9,589.01
ORD02031,CUST00557,PROD00345,18/07/2019,10,912.89
ORD01800,INVALID,PROD00277,,10,462.28
ORD01721,CUST01832,PROD01126,2021-09-15,9,679.61
ORD00192,CUST00764,PROD00795,06-24-2023,2,147.59
ORD00266,CUST00912,PROD00717,15/08/2023,10,819.93
ORD02692,INVALID,PROD01007,05-01-2021,-1,inconsistent
ORD00805,CUST01208,PROD01419,03-05-2023,1,34.26
ORD00331,CUST01182,PROD01271,26/01/2019,3,213.48
ORD00528,CUST01670,PROD01973,04-17-2023,5,151.95
ORD01225,CUST02154,PROD00737,2021-10-12,2,129.33
ORD00801,CUST00802,PROD00930,10-07-2021,10,109.65
ORD01089,CUST00641,PROD01633,2019-05-18,4,90.66
ORD00764,CUST02199,PROD00795,2022-04-15,9,205.57
ORD00218,CUST01138,PROD00909,2024-12-08,6,528.76
ORD00479,CUST02253,PROD01028,01-15-2019,6,365.9
ORD00790,CUST00110,PROD00062,2023-02-17,5,418.83
ORD00478,CUST01275,PROD01966,12-01-2021,7,241.75
ORD02645,CUST02415,PROD01159,01-13-2024,7,617.38
ORD00727,CUST00422,PROD01109,31/08/2024,6,109.31
ORD00581,CUST02353,PROD01671,07/01/2022,10,819.67
ORD01157,CUST02229,PROD01491,2022-09-07,7,274.72
ORD02547,CUST01360,PROD00187,20/08/2019,-1,inconsistent
ORD01688,CUST02410,PROD01325,02/08/2024,2,103.65
ORD02633,CUST00012,PROD01299,2021-12-18,6,528.03
ORD00045,CUST00993,PROD01652,10-13-2022,1,51.55
ORD02849,CUST01384,PROD00270,18/02/2021,7,361.48
ORD00240,CUST02165,PROD00227,09-17-2019,1,55.16
ORD00251,CUST00182,PROD00980,10-08-2021,7,602.54
ORD00990,CUST01398,PROD00536,08-06-2022,8,748.53
ORD00457,CUST00381,PROD01442,,6,210.17
ORD01272,CUST01755,PROD01230,03-15-2021,9,95.54
ORD00676,CUST01032,PROD01875,,6,308.35
ORD00772,CUST02005,PROD00887,12-18-2023,8,640.92
ORD01814,CUST02362,PROD00269,2019-04-23,4,132.56
ORD01533,CUST01146,PROD00435,11/11/2024,1,12.74
ORD02356,CUST00810,PROD00397,01-09-2024,9,746.95
ORD01084,CUST01892,PROD00600,24/08/2023,8,580.88
ORD01511,CUST01536,PROD00460,2024-07-06,10,287.35
ORD02404,CUST02442,PROD00312,05/04/2019,-1,inconsistent
ORD00257,CUST00257,PROD01205,11-30-2020,3,108.43
ORD02272,CUST00756,PROD01623,2019-12-06,3,45.31
ORD00368,CUST00597,PROD01341,07/10/2019,1,60.44
ORD02050,CUST01327,PROD01513,31/05/2020,4,396.99
ORD02973,CUST02382,PROD00722,2023-04-12,6,502.82
ORD02844,CUST00265,PROD00163,23/06/2024,5,147.72
ORD00354,CUST01139,PROD01776,01/08/2020,5,465.63
ORD01299,CUST00718,PROD01883,25/01/2024,5,276.44
ORD01864,CUST00796,PROD00763,2019-12-08,6,312.24
ORD02219,CUST02384,PROD01924,02/08/2022,5,264.35
ORD01196,CUST00458,PROD01981,2022-04-17,6,509.93
ORD01830,CUST01598,PROD00401,02-02-2024,9,277.05
ORD02202,CUST02019,PROD00161,19/08/2020,8,98.97
ORD01302,CUST01394,PROD01430,,10,427.59
ORD00682,CUST02035,PROD00571,31/05/2020,6,104.65
ORD01381,CUST02372,PROD00749,2020-07-15,4,58.65
ORD00507,CUST01662,PROD01439,2020-11-28,5,479.82
ORD00211,CUST00606,PROD00162,11-19-2020,6,524.16
ORD01454,CUST00382,PROD00093,2023-05-13,6,98.22
ORD00819,CUST00651,PROD01739,30/07/2021,-1,inconsistent
ORD01650,CUST00307,PROD01811,11-24-2023,5,333.05
ORD02909,CUST01042,PROD00247,28/08/2024,8,261.03
ORD00582,CUST00011,PROD00239,04-07-2019,5,129.91
ORD00175,CUST00502,PROD00362,2020-10-05,8,180.82
ORD01712,CUST01430,PROD00217,21/01/2020,10,845.47
ORD00430,CUST02199,PROD00707,2024-12-21,9,544.02
ORD01507,CUST01371,PROD01431,12-15-2024,7,112.41
ORD00744,CUST00894,PROD00752,2022-10-27,1,97.15
ORD01362,CUST02387,PROD01709,06-13-2020,7,573.9
ORD01097,CUST01511,PROD00436,2019-05-30,6,379.42
ORD00506,CUST01479,PROD01185,2021-12-09,10,341.44
ORD00945,CUST00234,PROD01294,03/03/2023,5,193.07
ORD01135,CUST00978,PROD00528,2019-05-04,9,91.13
ORD01023,CUST01680,PROD00761,11/07/2019,10,788.19
ORD00196,CUST01325,PROD01852,2023-11-22,2,168.42
ORD02512,CUST00411,PROD00464,2020-09-15,-1,inconsistent
ORD00088,CUST01755,PROD00907,2019-08-21,3,118.71
ORD01047,CUST02242,PROD01673,01-07-2021,5,434.52
ORD02878,CUST00619,PROD01170,12-22-2019,2,128.66
ORD02025,CUST01247,PROD00771,02-03-2021,8,657.68
ORD02943,CUST02435,PROD01561,09-23-2022,4,369.76
ORD00678,CUST02277,PROD00007,01/09/2020,2,100.46
ORD01034,CUST01096,PROD01345,10-10-2023,8,317.19
ORD00564,CUST00525,PROD01160,03-20-2023,1,86.48
ORD00343,CUST00733,PROD01360,2022-08-23,1,93.6
ORD02346,CUST00740,PROD00546,04-12-2019,9,765.5
ORD00025,CUST01055,PROD01326,11-09-2024,8,100.88
ORD00940,CUST01969,PROD00036,24/08/2019,3,275.37
ORD01859,CUST02181,PROD00260,05-30-2023,2,188.03
ORD02892,CUST02402,PROD00632,08-11-2021,7,125.15
ORD02795,CUST01094,PROD00345,24/04/2023,-1,inconsistent
ORD01488,CUST00672,PROD01833,06-10-2021,4,376.37
ORD01525,CUST00802,PROD00446,2023-12-27,2,195.92
ORD02422,CUST01501,PROD00311,2024-07-12,1,12.42
ORD02574,CUST01039,PROD00255,2023-08-11,10,808.22
ORD00650,CUST01794,PROD01569,10-15-2020,2,130.96
ORD00867,CUST02193,PROD01605,23/08/2019,1,28.24
ORD01350,CUST02078,PROD01204,13/06/2024,6,104.1
ORD00067,CUST00876,PROD00890,09-18-2020,7,473.94
ORD02249,CUST01492,PROD00279,06-09-2024,8,209.59
ORD00621,CUST02147,PROD00763,17/10/2021,6,433.59
ORD00651,CUST00546,PROD01753,07-25-2020,7,340.41
ORD02195,CUST02277,PROD01652,19/07/2023,9,368.05
ORD00602,CUST00597,PROD01722,03-16-2019,8,241.13
ORD02911,CUST02278,PROD00141,23/07/2023,6,533.34
ORD00423,CUST02259,PROD01034,24/06/2021,8,254.96
ORD02171,CUST02361,PROD01846,07-11-2024,5,483.53
ORD02805,CUST00460,PROD01016,2021-12-18,10,608.51
ORD01910,CUST01997,PROD00331,2020-10-23,6,403.97
ORD02861,CUST00512,PROD01973,07-10-2019,9,472.77
ORD01113,CUST02172,PROD00180,10-10-2024,1,39.21
ORD01477,CUST01093,PROD00120,15/11/2023,10,648.48
ORD01553,CUST02275,PROD01172,2021-03-05,5,295.25
ORD00124,CUST00567,PROD01577,07-12-2021,6,78.18
ORD02541,CUST01855,PROD01038,01/03/2024,3,154.48
ORD02903,CUST01669,PROD00372,05/01/2020,3,261.22
ORD01866,CUST02345,PROD00397,2024-03-06,5,287.33
ORD01872,CUST00326,PROD01030,02/10/2023,3,293.95
ORD00532,CUST02362,PROD00358,2019-08-18,8,274.29
ORD02009,CUST00566,PROD00801,07/08/2023,1,62.86
ORD01057,CUST01637,PROD00067,15/11/2019,1,68.03
ORD02907,CUST01018,PROD00093,11/12/2021,8,82.78
ORD01690,CUST01755,PROD01245,08-26-2020,7,567.6
ORD01487,CUST00120,PROD01424,2021-05-05,9,282.52
ORD00557,CUST02038,PROD00061,2022-04-15,10,552.17
ORD02561,CUST00101,PROD00247,10-09-2019,7,508.31
ORD01173,CUST00142,PROD00830,05/11/2019,10,474.6
ORD00176,CUST02261,PROD00575,2019-12-09,8,108.07
ORD00322,CUST01197,PROD01576,2023-10-09,1,48.78
ORD01188,CUST00757,PROD01824,07/08/2020,8,400.27
ORD01461,CUST00298,PROD01973,11-07-2023,5,162.25
ORD02478,CUST01509,PROD00054,04/12/2022,8,116.63
ORD01545,CUST00572,PROD00521,18/04/2024,9,467.56
ORD00695,CUST00767,PROD01411,02/06/2024,2,111.83
ORD01628,CUST02090,PROD00179,02-22-2023,-1,inconsistent
ORD00080,CUST01543,PROD01907,2019-02-10,6,336.64
ORD02525,CUST00399,PROD00970,2023-03-06,2,57.3
ORD01149,CUST00418,PROD00959,02/04/2020,-1,inconsistent
ORD01151,CUST00387,PROD00607,01-15-2022,7,670.54
ORD00862,CUST00082,PROD00999,09-02-2019,-1,inconsistent
ORD01260,CUST01204,PROD01821,2019-01-18,-1,inconsistent
ORD00439,CUST01554,PROD00535,11-06-2022,10,945.22
ORD00471,CUST02360,PROD00493,16/06/2024,10,686.08
ORD02230,CUST01009,PROD00661,2023-11-21,3,299.37
ORD02011,CUST01383,PROD01402,,1,48.44
ORD01706,CUST02214,PROD00008,01-01-2023,-1,inconsistent
ORD00812,CUST00482,PROD00271,23/02/2023,7,498.38
ORD01234,CUST02170,PROD00326,12-02-2024,3,81.77
ORD02246,CUST00115,PROD00928,28/05/2024,2,125.18
ORD00568,CUST00491,PROD01775,18/06/2020,3,205.95
ORD02425,CUST00533,PROD01397,26/09/2019,5,277.68
ORD01653,CUST00377,PROD00937,05/09/2022,2,80.52
ORD00141,CUST01853,PROD01422,25/10/2024,2,132.04
ORD00511,CUST00650,PROD00214,08-20-2019,5,283.71
ORD01612,CUST00893,PROD01891,2020-08-14,1,37.41
ORD02605,CUST01650,PROD01560,29/04/2021,6,597.88
ORD01809,CUST02036,PROD00997,2020-06-11,3,217.4
ORD02866,CUST01089,PROD01328,09-28-2022,4,358.71
ORD01684,CUST02344,PROD01434,29/09/2019,2,98.83
ORD00610,CUST01121,PROD01385,14/01/2020,-1,inconsistent
ORD02810,CUST02260,PROD00183,09-12-2021,8,748.07
ORD01966,CUST00356,PROD01141,21/01/2023,2,138.24
ORD00831,CUST00645,PROD00161,12/01/2024,4,306.22
ORD00177,CUST02407,PROD01452,2020-01-22,7,697.93
ORD00857,CUST01143,PROD01446,2019-04-24,5,207.67
ORD00693,CUST01970,PROD00040,2019-03-03,7,330.71
ORD01736,CUST01870,PROD01414,2019-06-12,5,374.13
ORD01072,CUST00084,PROD01699,2022-02-14,3,163.64
ORD01278,CUST00527,PROD00604,2024-06-06,7,433.67
ORD01503,CUST00827,PROD01737,2022-10-22,-1,inconsistent
ORD00183,CUST00641,PROD01744,03-25-2020,5,185.43
ORD01468,CUST00596,PROD00039,2023-12-20,-1,inconsistent
ORD02227,CUST00663,PROD00817,25/02/2020,8,195.13
ORD02727,CUST00458,PROD00817,2020-01-08,5,415.69
ORD00565,CUST02361,PROD00430,,8,174.87
ORD02901,CUST00873,PROD01304,13/05/2019,9,764.92
ORD02340,CUST00474,PROD01821,2022-02-15,7,348.22
ORD01985,CUST00531,PROD00806,,10,546.25
ORD01829,CUST01476,PROD01455,2022-12-31,1,80.07
ORD02850,CUST00418,PROD00896,2021-11-05,8,116.72
ORD00486,CUST02262,PROD00790,19/05/2020,8,519.1
ORD02940,CUST02112,PROD00633,02/03/2021,5,193.82
ORD01204,CUST01367,PROD01859,06-27-2023,4,373.48
ORD00370,CUST00656,PROD00124,09/02/2019,10,420.51
ORD00162,CUST00441,PROD01344,,10,287.63
ORD02646,CUST01219,PROD00315,2022-07-17,1,33.66
ORD02650,CUST02482,PROD01403,12-28-2022,-1,inconsistent
ORD02931,CUST01120,PROD00102,03-14-2021,7,320.72
ORD01911,CUST01176,PROD01225,05/09/2023,10,202.19
ORD00729,CUST00561,PROD00205,2021-04-05,4,353.02
ORD00969,CUST00616,PROD01146,2022-05-11,4,168.49
ORD00670,CUST00083,PROD01583,25/11/2021,5,112.97
ORD00887,CUST00517,PROD00362,19/02/2022,5,234.8
ORD00030,CUST00896,PROD00532,27/06/2019,-1,inconsistent
ORD01055,CUST02164,PROD00408,03-21-2022,3,186.33
ORD02079,CUST00531,PROD01275,2023-01-07,4,377.62
ORD01583,CUST00445,PROD01964,2022-07-02,7,199.68
ORD01591,CUST00416,PROD00028,01-16-2019,2,29.69
ORD00173,CUST01783,PROD00212,2019-06-15,4,68.22
ORD01962,CUST01088,PROD01026,29/08/2024,4,232.19
ORD00296,CUST00209,PROD01934,03-10-2020,9,103.79
ORD00325,CUST00662,PROD01567,22/04/2022,9,106.87
ORD01236,CUST01404,PROD01156,2023-07-07,9,442.15
ORD01988,CUST02157,PROD00172,2022-05-02,7,489.36
ORD01738,CUST00161,PROD00781,10-01-2023,4,364.19
ORD02759,CUST00252,PROD00147,11-08-2021,4,105.83
ORD01472,CUST02340,PROD01931,2022-05-31,6,361.64
ORD01925,CUST00675,PROD00083,07-07-2020,6,424.44
ORD02714,CUST01062,PROD01351,2022-01-12,3,174.9
ORD00605,CUST01446,PROD01375,03-31-2020,8,474.08
ORD01283,CUST00226,PROD00796,14/01/2022,4,188.39
ORD02671,CUST01986,PROD00797,2021-09-18,1,68.52
ORD02626,CUST00966,PROD00290,06-15-2024,4,90.29
ORD02881,CUST02465,PROD01430,10/11/2019,-1,inconsistent
ORD02669,CUST00608,PROD00100,2020-12-04,2,122.94
ORD00073,INVALID,PROD01616,22/02/2022,5,66.12
ORD00048,CUST00271,PROD01086,2021-06-13,7,398.18
ORD02258,CUST02270,PROD00788,22/10/2024,10,395.07
ORD01916,CUST01255,PROD01664,10/09/2022,1,11.04
ORD01815,CUST00803,PROD01893,2019-07-09,7,242.26
ORD00535,CUST02242,PROD01852,08-24-2023,1,15.79
ORD01270,CUST02016,PROD00794,17/07/2022,4,80.65
ORD02132,CUST02302,PROD00158,19/08/2024,8,477.75
ORD01665,CUST02236,PROD01220,06-30-2021,6,288.56
ORD01071,CUST00649,PROD01434,2022-01-02,8,578.76
ORD01566,CUST02146,PROD01509,2022-10-10,9,779.8
ORD02748,CUST02137,PROD01636,2021-10-21,-1,inconsistent
ORD02206,CUST01187,PROD00757,21/09/2022,2,31.79
ORD02780,CUST02092,PROD00657,07-05-2023,8,305.99
ORD00838,CUST00939,PROD01170,06-11-2021,8,121.19
ORD01094,CUST00764,PROD01214,2023-04-27,-1,inconsistent
ORD01345,CUST01517,PROD01979,07-17-2020,6,557.41
ORD02304,CUST01240,PROD01322,03/04/2024,1,70.94
ORD01233,CUST01626,PROD00813,27/01/2020,-1,inconsistent
ORD02597,CUST02148,PROD01009,2019-11-17,10,163.55
ORD01846,CUST00747,PROD01463,13/08/2021,8,264.58
ORD02829,CUST01727,PROD00929,05/11/2021,7,320.64
ORD00324,CUST01702,PROD01259,2022-09-20,9,684.73
ORD00759,CUST00969,PROD01162,03-20-2022,3,241.71
ORD01509,CUST00196,PROD00767,23/10/2020,-1,inconsistent
ORD01731,CUST02337,PROD01413,07-07-2022,9,550.67
ORD02349,CUST00130,PROD01332,26/05/2022,1,95.22
ORD01883,CUST00703,PROD01397,2024-02-28,8,344.39
ORD00599,CUST01126,PROD01863,2020-08-30,2,81.26
ORD02163,CUST02312,PROD01458,,8,236.26
ORD00433,CUST00159,PROD00520,2023-10-14,2,137.88
ORD02379,CUST00093,PROD00927,06/05/2024,7,398.57
ORD01547,CUST01686,PROD01192,2021-04-06,3,40.68
ORD01744,CUST01761,PROD01536,04-21-2019,10,706.84
ORD00239,CUST01600,PROD01495,2022-12-01,6,201.37
ORD00817,CUST00630,PROD00734,23/04/2023,6,365.31
ORD02661,CUST01565,PROD00374,06-21-2024,5,255.86
ORD01177,CUST02034,PROD00891,03-05-2019,5,423.74
ORD02963,CUST00927,PROD00873,04-08-2023,2,119.49
ORD01730,CUST00297,PROD00949,2019-11-16,7,191.4
ORD02533,CUST01403,PROD01601,2022-10-23,3,255.31
ORD02225,CUST01802,PROD00379,01-09-2020,8,117.2
ORD02523,CUST00053,PROD00744,11-05-2024,6,153.49
ORD01483,CUST01272,PROD00977,01-01-2023,3,166.23
ORD00912,CUST00572,PROD01686,28/01/2023,5,260.31
ORD02096,CUST00819,PROD00539,2021-06-08,3,257.54
ORD01965,CUST01161,PROD00831,2023-07-14,10,835.32
ORD00926,CUST01383,PROD00258,2019-06-16,4,346.41
ORD02212,CUST01039,PROD01172,2019-10-07,7,462.3
